"IDENTIFICADOR_NOTA_FISCAL";"DATA_EMISSAO";"OPERACAO_FISCAL";"TIPO_TRANSACAO";"CODIGO_PEDIDO_MULTICANAL";"CODIGO_FILIAL";"TRANSACAO_CLIENTE";"CODIGO_NOTA_FISCAL_ORIGEM";"FORMA_PAGAMENTO";"VALOR_NOTA_FISCAL";"NUMERO_NOTA_FISCAL";"DATA_ATUALIZACAO";"LOJA_24H";"ESTADO";"ENDERECO";"BAIRRO";"CIDADE";"CEP"
918364335;"02/08/2012";1;;;1356;2;;4;156.2;516172;"31/05/2013";1;GO;AVENIDA ASSIS CHATEAUBRIAND;ST OESTE;GOIÂNIA;"74130010"
918364336;"02/08/2012";1;;;1356;2;;5;123.6;242147;"31/05/2013";1;GO;AVENIDA ASSIS CHATEAUBRIAND;ST OESTE;GOIÂNIA;"74130010"
918364338;"02/08/2012";1;;;1356;2;;4;118.28;242237;"31/05/2013";1;GO;AVENIDA ASSIS CHATEAUBRIAND;ST OESTE;GOIÂNIA;"74130010"
918364339;"02/08/2012";1;;;1362;2;;4;88.85;153663;"31/05/2013";1;DF;SHIS QI 11 BLOCO O1;ST H I SUL;BRASÍLIA;"71625640"
918364340;"02/08/2012";1;;;1373;2;;4;84.96;336977;"31/05/2013";0;DF;SHC NORTE CL QD 104 BL B;ASA NORTE;BRASILIA;"70733520"
918364343;"02/08/2012";1;;;1387;2;;5;102.26;5486;"31/05/2013";1;DF;AVENIDA DAS ARAUCÁRIAS;SUL (A CLARAS);BRASÍLIA;"71936250"
918364352;"02/08/2012";1;;;1389;2;;4;121.37;208079;"31/05/2013";0;GO;AVENIDA 136;SETOR MARISTA;GOIÂNIA;"74180040"
918364354;"02/08/2012";1;;;1408;2;;4;221.73;74537;"31/05/2013";0;DF;CLS 102 BLOCO A;A SUL;BRASÍLIA;"70330515"
918367589;"04/08/2012";1;;;1349;2;;1;97.56;48784;"31/05/2013";0;GO;AVENIDA QUINTA AVENIDA;ST L VL NOVA;GOIÂNIA;"74645025"
918367598;"04/08/2012";1;;;1349;2;;5;101.85;48921;"31/05/2013";0;GO;AVENIDA QUINTA AVENIDA;ST L VL NOVA;GOIÂNIA;"74645025"
918367991;"04/08/2012";1;;;1357;2;;1;75.62;436829;"31/05/2013";0;GO;AVENIDA QUARTA RADIAL;ST P LUDOVICO;GOIÂNIA;"74830130"
918368191;"04/08/2012";1;;;1362;2;;4;98.37;154324;"31/05/2013";1;DF;SHIS QI 11 BLOCO O1;ST H I SUL;BRASÍLIA;"71625640"
918368225;"04/08/2012";1;;;1402;2;;1;116.18;102170;"31/05/2013";0;GO;AVENIDA MINAS GERAIS;JUNDIAÍ;ANÁPOLIS;"75110770"
918368229;"04/08/2012";1;;;1403;2;;1;115.4;111114;"31/05/2013";0;DF;CNC 3;T NORTE (TAGUATINGA);BRASÍLIA;"72115535"
918368230;"04/08/2012";1;;;1420;2;;5;149.34;45932;"31/05/2013";0;DF;ST HC SUL COM LOCAL,S/N;ASA SUL;BRASILIA;"70330515"
918368232;"04/08/2012";1;;;1424;2;;4;135.67;142420;"31/05/2013";0;GO;AVENIDA DEPUTADO JAMEL CECÍLIO;JD GOIÁS;GOIÂNIA;"74810100"
918369211;"05/08/2012";1;;;1340;2;;4;103.24;215100;"31/05/2013";0;GO;AVENIDA T 7;ST OESTE;GOIÂNIA;"74140110"
918369407;"05/08/2012";1;;;1352;2;;1;48.9;645874;"31/05/2013";1;GO;AVENIDA T 63;ST BUENO;GOIÂNIA;"74230100"
918369680;"05/08/2012";1;;;1417;2;;1;108.65;46522;"31/05/2013";1;GO;RUA VISCONDE DE PORTO SEGURO;CENTRO;FORMOSA;"73801010"
918369681;"05/08/2012";1;;;1389;2;;5;168.24;249158;"31/05/2013";0;GO;AVENIDA 136;SETOR MARISTA;GOIÂNIA;"74180040"
918370451;"06/08/2012";1;;;1287;2;;1;7.89;158754;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370452;"06/08/2012";1;;;1287;2;;4;377.17;158755;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370453;"06/08/2012";1;;;1287;2;;10;12;158757;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370460;"06/08/2012";1;;;1287;2;;4;23.49;158759;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370461;"06/08/2012";1;;;1287;2;;1;29.18;158762;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370462;"06/08/2012";1;;;1287;2;;5;48.13;158763;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370464;"06/08/2012";1;;;1287;2;;4;27.59;158765;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370467;"06/08/2012";1;;;1287;2;;1;7.5;158767;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370470;"06/08/2012";1;;;1287;2;;10;5.7;158768;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370474;"06/08/2012";1;;;1287;2;;1;449.44;158772;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370475;"06/08/2012";1;;;1287;2;;1;39.41;158774;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370476;"06/08/2012";1;;;1287;2;;5;78.76;158770;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370478;"06/08/2012";1;;;1287;2;;10;19.2;158777;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370479;"06/08/2012";1;;;1287;2;;1;16.4;158781;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370481;"06/08/2012";1;;;1287;2;;4;19.11;158782;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370483;"06/08/2012";1;;;1287;2;;4;188.84;158786;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370485;"06/08/2012";1;;;1287;2;;5;58.02;158789;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370488;"06/08/2012";1;;;1287;2;;1;2.58;158793;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370489;"06/08/2012";1;;;1287;2;;5;11.23;158794;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370490;"06/08/2012";1;;;1287;2;;5;31.8;158797;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370491;"06/08/2012";1;;;1287;2;;1;31.64;158799;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370493;"06/08/2012";1;;;1287;2;;4;328.08;158802;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370494;"06/08/2012";1;;;1287;2;;1;6.49;158805;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370498;"06/08/2012";1;;;1287;2;;4;149.7;158809;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370501;"06/08/2012";1;;;1287;2;;5;128.44;158811;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370503;"06/08/2012";1;;;1287;2;;1;55.23;158815;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370506;"06/08/2012";1;;;1287;2;;10;117.99;158816;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370507;"06/08/2012";1;;;1287;2;;4;109.6;158819;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370508;"06/08/2012";1;;;1287;2;;4;56.07;158821;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370513;"06/08/2012";1;;;1287;2;;10;138.78;158823;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370514;"06/08/2012";1;;;1287;2;;1;15.32;158828;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370515;"06/08/2012";1;;;1287;2;;5;154.53;158826;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370516;"06/08/2012";1;;;1287;2;;5;67.05;158829;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370517;"06/08/2012";1;;;1287;2;;4;44.92;158832;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370518;"06/08/2012";1;;;1287;2;;12;220.18;158835;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370519;"06/08/2012";1;;;1287;2;;5;68.57;158837;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370520;"06/08/2012";1;;;1287;2;;5;23.9;158840;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370522;"06/08/2012";1;;;1287;2;;4;194.59;158842;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370523;"06/08/2012";1;;;1287;2;;4;29.06;158845;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370524;"06/08/2012";1;;;1287;2;;6;11.4;158847;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370529;"06/08/2012";1;;;1287;2;;4;118.29;158849;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370530;"06/08/2012";1;;;1287;2;;10;32.17;158852;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370531;"06/08/2012";1;;;1287;2;;4;24.51;158855;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370532;"06/08/2012";1;;;1287;2;;4;48.91;158857;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370544;"06/08/2012";1;;;1287;2;;5;11.48;158859;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370545;"06/08/2012";1;;;1287;2;;4;127.75;158861;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370550;"06/08/2012";1;;;1287;2;;5;98.36;158863;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370557;"06/08/2012";1;;;1287;2;;4;124.12;158866;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370558;"06/08/2012";1;;;1287;2;;5;113.62;158869;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370559;"06/08/2012";1;;;1287;2;;5;8.66;158872;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370561;"06/08/2012";1;;;1287;2;;5;44.57;158874;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370562;"06/08/2012";1;;;1287;2;;1;2.53;158877;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370565;"06/08/2012";1;;;1287;2;;1;11.87;158882;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370566;"06/08/2012";1;;;1287;2;;1;58.74;158883;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370567;"06/08/2012";1;;;1287;2;;5;87.78;158884;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370568;"06/08/2012";1;;;1287;2;;5;50.34;158886;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370569;"06/08/2012";1;;;1287;2;;1;57.12;158888;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370570;"06/08/2012";1;;;1287;2;;1;70.69;158889;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370571;"06/08/2012";1;;;1287;2;;4;101.53;158892;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370572;"06/08/2012";1;;;1287;2;;1;3.34;158891;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370573;"06/08/2012";1;;;1287;2;;4;44.92;158895;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370574;"06/08/2012";1;;;1287;2;;5;64.94;158898;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370575;"06/08/2012";1;;;1287;2;;5;433.98;158900;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370576;"06/08/2012";1;;;1287;2;;5;50.44;158903;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370663;"06/08/2012";1;;;1287;2;;10;30.52;40358;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370664;"06/08/2012";1;;;1287;2;;4;80.8;40362;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370667;"06/08/2012";1;;;1287;2;;1;14.88;40361;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370670;"06/08/2012";1;;;1287;2;;5;63.61;40364;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370672;"06/08/2012";1;;;1287;2;;5;35.14;40368;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370675;"06/08/2012";1;;;1287;2;;10;94.59;40372;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370677;"06/08/2012";1;;;1287;2;;4;93.08;40377;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370678;"06/08/2012";1;;;1287;2;;6;22.45;40381;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370679;"06/08/2012";1;;;1287;2;;4;234.44;40383;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370683;"06/08/2012";1;;;1287;2;;5;95.02;40386;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370684;"06/08/2012";1;;;1287;2;;1;5.69;40388;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370697;"06/08/2012";1;;;1287;2;;5;250.24;40389;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370701;"06/08/2012";1;;;1287;2;;4;136.61;40391;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370704;"06/08/2012";1;;;1287;2;;5;35.33;40395;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370707;"06/08/2012";1;;;1287;2;;1;3.38;40397;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370709;"06/08/2012";1;;;1287;2;;5;54.76;40400;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370712;"06/08/2012";1;;;1287;2;;4;27.8;40404;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370713;"06/08/2012";1;;;1287;2;;5;28.39;40408;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370714;"06/08/2012";1;;;1287;2;;1;123.48;40410;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370717;"06/08/2012";1;;;1287;2;;5;46.39;40414;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370718;"06/08/2012";1;;;1287;2;;1;7.98;40416;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370726;"06/08/2012";1;;;1287;2;;1;24.46;40419;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370727;"06/08/2012";1;;;1287;2;;4;299.65;40420;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370728;"06/08/2012";1;;;1287;2;;1;65.58;40423;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370729;"06/08/2012";1;;;1287;2;;4;109.05;40424;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370732;"06/08/2012";1;;;1287;2;;4;126.14;40427;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370733;"06/08/2012";1;;;1287;2;;5;119.26;40430;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370740;"06/08/2012";1;;;1287;2;;5;125.53;40432;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370745;"06/08/2012";1;;;1287;2;;1;102.18;40435;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370746;"06/08/2012";1;;;1287;2;;5;52.68;40437;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370748;"06/08/2012";1;;;1287;2;;4;69.73;40440;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370749;"06/08/2012";1;;;1287;2;;1;38.85;40444;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370751;"06/08/2012";1;;;1287;2;;5;46.68;40447;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370753;"06/08/2012";1;;;1287;2;;1;28.06;40451;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370754;"06/08/2012";1;;;1287;2;;4;34.41;40453;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370756;"06/08/2012";1;;;1287;2;;1;8.29;40455;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370757;"06/08/2012";1;;;1287;2;;1;19.64;40458;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370758;"06/08/2012";1;;;1287;2;;4;66.2;40459;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370760;"06/08/2012";1;;;1287;2;;5;60.69;40461;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370763;"06/08/2012";1;;;1287;2;;5;29.13;40463;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370764;"06/08/2012";1;;;1287;2;;5;125.71;40468;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370768;"06/08/2012";1;;;1287;2;;1;1.77;40465;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370777;"06/08/2012";1;;;1287;2;;1;30.61;40472;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370780;"06/08/2012";1;;;1287;2;;4;16.88;40473;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370782;"06/08/2012";1;;;1287;2;;5;92.32;40475;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370784;"06/08/2012";1;;;1287;2;;1;79.65;40479;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370788;"06/08/2012";1;;;1287;2;;4;277.15;40480;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370789;"06/08/2012";1;;;1287;2;;1;25.73;40482;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370791;"06/08/2012";1;;;1287;2;;4;249.78;40485;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370793;"06/08/2012";1;;;1287;2;;5;99.9;40488;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370794;"06/08/2012";1;;;1287;2;;5;62.69;40492;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370796;"06/08/2012";1;;;1287;2;;5;4.5;40494;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370798;"06/08/2012";1;;;1287;2;;4;62.67;40496;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370805;"06/08/2012";1;;;1287;2;;5;74.76;40500;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370811;"06/08/2012";1;;;1287;2;;5;6.8;40503;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370812;"06/08/2012";1;;;1287;2;;4;20.12;40505;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370814;"06/08/2012";1;;;1287;2;;5;11.75;40507;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370815;"06/08/2012";1;;;1287;2;;5;25.95;40509;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370816;"06/08/2012";1;;;1287;2;;5;37.96;40511;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370821;"06/08/2012";1;;;1287;2;;5;1.77;40513;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370822;"06/08/2012";1;;;1287;2;;5;283.54;40515;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370823;"06/08/2012";1;;;1287;2;;5;55.42;40517;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370824;"06/08/2012";1;;;1287;2;;4;108.03;40520;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370825;"06/08/2012";1;;;1287;2;;10;24.92;40523;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370826;"06/08/2012";1;;;1287;2;;1;282.26;40526;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370835;"06/08/2012";1;;;1287;2;;1;7.8;40529;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370837;"06/08/2012";1;;;1287;2;;1;8.87;40534;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370838;"06/08/2012";1;;;1287;2;;5;80.49;40535;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370842;"06/08/2012";1;;;1287;2;;4;23.18;40539;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370844;"06/08/2012";1;;;1287;2;;4;57.97;40543;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370848;"06/08/2012";1;;;1287;2;;5;53.64;40548;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370851;"06/08/2012";1;;;1287;2;;1;14.46;40552;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370852;"06/08/2012";1;;;1287;2;;1;5.18;40553;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
